Date,USO,SPY,VCLT,IWM,GLD
2015-04-29,20.120001000000002,191.66896100000002,74.807793,115.95891599999999,115.510002
2015-04-30,20.51,189.748367,74.962868,113.504852,113.470001
2015-05-01,20.4,191.80548100000001,74.051132,114.244804,113.08000200000001
2015-05-04,20.280001000000002,192.351608,73.51049,114.656967,114.099998
2015-05-05,20.76,190.148849,73.387642,113.19576299999999,114.41999799999999
2015-05-06,20.82,189.366043,72.625824,113.589157,114.360001
2015-05-07,20.200001,190.121567,73.125488,114.020027,113.41999799999999
2015-05-08,20.42,192.624695,73.436775,114.872375,113.970001
2015-05-11,20.379998999999998,191.705353,72.208046,114.93794299999999,113.529999
2015-05-12,20.74,191.131897,72.27358199999999,114.731873,114.5
2015-05-13,20.610001,191.168304,71.68379200000001,114.731873,116.550003
2015-05-14,20.530001000000002,193.16175800000002,72.10157,115.949554,117.18
2015-05-15,20.52,193.37110900000002,73.117317,115.81841999999999,117.529999
2015-05-18,20.440001000000002,193.971832,72.36369300000001,117.129745,117.519997
2015-05-19,19.629998999999998,193.90815700000002,71.929535,116.97051200000001,115.889999
2015-05-20,19.84,193.771576,71.651009,117.18595900000001,116.08000200000001
2015-05-21,20.5,194.33596799999998,72.22444899999999,117.05481,115.690002
2015-05-22,20.25,193.871704,72.158875,116.549026,115.599998
2015-05-26,19.690001000000002,191.787277,72.97802,115.43436399999999,113.910004
2015-05-27,19.48,193.60775800000002,73.14186099999999,116.848747,113.889999
2015-05-28,19.559998999999998,193.389313,72.797813,116.745705,114.019997
2015-05-29,20.309998999999998,192.187805,72.82240300000001,116.043221,114.099998
2015-06-01,20.360001,192.579178,72.213982,116.40851599999999,114.0
2015-06-02,20.68,192.388,71.53155500000001,116.633316,114.459999
2015-06-03,20.17,192.897751,70.865578,117.794785,113.639999
2015-06-04,19.66,191.26843300000002,71.564438,116.61458600000002,112.839996
2015-06-05,19.9,190.940765,70.88203399999999,117.45758799999999,112.239998
2015-06-08,19.709999,189.766556,70.857376,116.91431399999999,112.57
2015-06-09,20.209999,189.739258,70.298248,116.558403,112.82
2015-06-10,20.639999,192.014816,69.96936,118.01021599999999,113.779999
2015-06-11,20.49,192.63382,71.12043,118.309952,113.260002
2015-06-12,20.27,191.15921,70.890259,117.95401000000001,113.230003
2015-06-15,20.15,190.33999599999999,70.816261,117.57933799999999,113.730003
2015-06-16,20.26,191.37767,71.03001400000001,118.412979,113.32
2015-06-17,20.209999,191.687149,70.914925,118.235023,113.849998
2015-06-18,20.360001,193.680573,70.840889,119.817978,115.32
2015-06-19,20.02,192.82076999999998,71.391769,119.761772,115.120003
2015-06-22,20.16,193.808624,70.495583,120.586052,113.639999
2015-06-23,20.469998999999998,193.945847,70.01873,120.838936,112.889999
2015-06-24,20.209999,192.537247,70.388695,119.817978,112.589996
2015-06-25,19.98,191.951874,70.174942,119.752403,112.440002
2015-06-26,19.98,191.915253,69.656944,119.424568,112.559998
2015-06-29,19.51,187.890778,70.520248,116.40851599999999,113.07
2015-06-30,19.879998999999998,188.284027,70.142021,116.951797,112.370003
2015-07-01,19.1,189.793259,69.94723499999999,117.298355,111.980003
2015-07-02,18.93,189.619461,70.293945,116.432014,111.760002
2015-07-06,17.73,189.079834,71.17714699999999,116.394402,112.059998
2015-07-07,17.76,190.26889,71.408249,116.52608500000001,110.760002
2015-07-08,17.379998999999998,187.07669099999998,71.862236,114.748283,111.089996
2015-07-09,17.709999,187.415115,70.937752,115.16216999999999,111.360001
2015-07-10,17.67,189.77496299999999,69.996773,116.761253,111.489998
2015-07-13,17.51,191.869537,69.914215,118.07813999999999,110.989998
2015-07-14,17.719998999999998,192.701889,69.914215,118.736595,110.739998
2015-07-15,17.23,192.637848,70.434227,118.106377,110.160004
2015-07-16,17.049999,194.18365500000002,70.657104,118.811844,109.760002
2015-07-17,16.99,194.348297,71.02855699999999,118.29448700000002,108.650002
2015-07-20,16.690001000000002,194.448883,70.846947,117.654854,105.699997
2015-07-21,16.91,193.680573,70.995499,117.099869,105.370003
2015-07-22,16.34,193.332993,71.26790600000001,117.53256200000001,104.800003
2015-07-23,16.139999,192.244553,71.812721,116.234489,104.33000200000001
2015-07-24,16.030001000000002,190.250595,72.118103,114.362625,105.349998
2015-07-27,15.65,189.143814,72.093361,113.412575,104.860001
2015-07-28,15.85,191.467117,72.035576,114.381432,105.019997
2015-07-29,16.24,192.78419499999998,71.565086,114.70127099999999,105.16999799999999
2015-07-30,16.1,192.829926,71.911766,115.030464,104.269997
2015-07-31,15.59,192.537247,72.085083,115.66071299999999,104.93
2015-08-03,15.1,191.88781699999998,72.480324,115.086929,104.099998
2015-08-04,15.22,191.512833,72.10746,114.814125,104.309998
2015-08-05,15.03,192.143936,71.767776,115.077499,103.93
2015-08-06,14.87,190.570724,71.84234599999999,113.52546699999999,104.389999
2015-08-07,14.56,190.204834,72.264915,112.76355,104.650002
2015-08-10,14.89,192.601273,71.70150799999999,114.06163000000001,105.720001
2015-08-11,14.49,190.863388,72.41403199999999,113.083359,106.260002
2015-08-12,14.44,191.092026,71.858879,112.86702,107.75
2015-08-13,14.09,190.85426299999997,71.999763,112.490761,106.860001
2015-08-14,13.99,191.549408,72.03293599999999,113.215057,106.849998
2015-08-17,13.89,192.619553,72.148903,114.409653,107.129997
2015-08-18,14.05,192.0616,71.751221,113.497253,107.110001
2015-08-19,13.43,190.543274,72.264915,112.321449,108.550003
2015-08-20,13.37,186.564468,72.480324,109.480721,110.440002
2015-08-21,13.23,180.948425,72.405762,108.201439,111.129997
2015-08-24,12.49,173.329254,71.718048,103.978004,110.529999
2015-08-25,12.73,171.289536,71.046936,103.178421,109.160004
2015-08-26,12.77,177.86601299999998,70.66583299999999,105.802826,107.66999799999999
2015-08-27,13.95,182.265549,70.723831,107.69348899999999,107.730003
2015-08-28,14.88,182.274689,71.055229,108.75641599999999,108.699997
2015-08-31,15.89,180.80206299999998,70.558121,108.36136599999999,108.82
2015-09-01,14.81,175.405548,70.97979000000001,105.257271,109.199997
2015-09-02,15.09,178.734955,70.871674,107.147934,108.620003
2015-09-03,15.34,178.862991,71.287537,106.97863000000001,107.839996
2015-09-04,15.08,176.15557900000002,71.753326,106.169701,107.489998
2015-09-08,15.02,180.582535,71.3125,108.596497,107.519997
2015-09-09,14.51,178.167847,71.45388,107.345474,106.129997
2015-09-10,14.93,179.13738999999998,71.212692,107.83458700000001,106.379997
2015-09-11,14.65,179.951431,71.395668,108.34253700000001,106.160004
2015-09-14,14.39,179.283691,71.45388,107.84400900000001,106.220001
2015-09-15,14.57,181.52465800000002,70.613861,109.057426,105.900002
2015-09-16,15.36,183.097839,70.638802,109.998077,107.309998
2015-09-17,15.23,182.686234,71.279236,110.37431299999999,108.410004
2015-09-18,14.62,179.700897,71.84478,108.850479,109.209999
2015-09-21,15.05,180.629547,71.087914,108.65296200000002,108.529999
2015-09-22,14.92,178.285049,71.7034,107.006836,107.790001
2015-09-23,14.44,178.0,71.645157,106.68703500000001,108.220001
2015-09-24,14.59,177.3564,71.811523,106.508316,110.489998
2015-09-25,14.72,177.31041000000002,71.370758,105.106499,109.809998
2015-09-28,14.38,172.860428,71.545372,102.16330699999999,108.41999799999999
2015-09-29,14.61,172.96156299999998,71.678436,101.436943,107.980003
2015-09-30,14.68,176.188705,71.553696,103.012314,106.860001
2015-10-01,14.58,176.648453,71.729858,102.833069,106.730003
2015-10-02,14.77,179.287155,72.05549599999999,104.361275,108.989998
2015-10-05,15.0,182.477585,71.646408,106.851685,108.769997
2015-10-06,15.74,181.85235600000001,71.905182,106.115875,109.860001
2015-10-07,15.57,183.341827,72.01374100000001,107.99311100000001,109.699997
2015-10-08,16.040001,184.996796,71.69648000000001,108.96476000000001,109.139999
2015-10-09,15.99,185.107101,71.838402,109.18171699999999,110.870003
2015-10-12,15.31,185.281799,72.12226899999999,109.02134699999999,111.309998
2015-10-13,15.06,184.11411999999999,72.038788,107.53088400000001,111.860001
2015-10-14,15.05,183.231491,72.331047,106.47433500000001,113.809998
2015-10-15,15.13,186.04489099999998,72.139,109.02134699999999,113.290001
2015-10-16,15.22,186.890793,72.339386,108.879852,112.489998
2015-10-19,14.83,186.982697,72.297653,109.087387,112.019997
2015-10-20,14.73,186.74366799999999,72.12226899999999,108.93645500000001,112.730003
2015-10-21,14.43,185.585251,72.69841,107.27618400000001,111.730003
2015-10-22,14.51,188.720474,72.93219,108.219536,111.690002
2015-10-23,14.27,190.78909299999998,72.790245,109.285477,111.5
2015-10-26,14.01,190.32023600000002,72.990616,108.540245,111.43
2015-10-27,13.82,189.95245400000002,73.23278,107.351646,111.68
2015-10-28,14.69,192.113113,73.015663,110.48353600000002,110.779999
2015-10-29,14.63,192.002777,72.022087,109.304375,109.720001
2015-10-30,14.81,191.175308,72.239174,108.804382,109.300003
2015-11-02,14.75,193.437103,71.983566,111.06839,108.589996
2015-11-03,15.28,193.99791000000002,71.824326,111.643829,106.980003
2015-11-04,14.85,193.4095,71.83270300000001,111.587227,105.970001
2015-11-05,14.48,193.216385,71.723732,111.672127,105.639999
2015-11-06,14.23,193.11525,71.128716,112.46453899999999,104.099998
2015-11-09,14.08,191.313248,70.961067,111.143852,104.400002
2015-11-10,14.09,191.75456200000002,70.977852,111.474014,104.18
2015-11-11,13.76,191.000626,70.801872,110.50239599999999,103.83000200000001
2015-11-12,13.35,188.334274,71.086823,108.38931299999999,103.849998
2015-11-13,13.06,186.219604,71.396889,107.606346,103.559998
2015-11-16,13.39,189.05143700000002,71.178986,108.53080700000001,103.709999
2015-11-17,13.01,188.913528,71.472313,108.115753,102.339996
2015-11-18,13.05,191.910828,71.52260600000001,109.94583899999999,102.43
2015-11-19,12.96,191.745361,72.042221,109.483597,103.559998
2015-11-20,12.93,192.444077,71.983566,110.191101,103.089996
2015-11-23,13.02,192.22340400000002,71.83270300000001,110.738228,102.260002
2015-11-24,13.32,192.480881,71.89978,111.5495,102.940002
2015-11-25,13.39,192.453278,71.89978,112.41735800000001,102.459999
2015-11-27,13.03,192.67396499999998,71.94165,112.841881,101.25
2015-11-30,12.93,191.874023,72.050606,112.351326,101.91999799999999
2015-12-01,12.95,193.703705,72.761452,113.09656499999998,102.279999
2015-12-02,12.48,191.72695900000002,72.60163100000001,111.879654,100.690002
2015-12-03,12.77,189.042236,71.230354,109.99299599999999,101.760002
2015-12-04,12.46,192.72911100000002,71.676216,111.10613300000001,104.019997
2015-12-07,11.72,191.561462,72.088493,109.43641699999999,102.66999799999999
2015-12-08,11.68,190.27426100000002,72.054825,108.832687,102.839996
2015-12-09,11.56,188.79396100000002,71.836067,107.61579099999999,102.639999
2015-12-10,11.37,189.28131100000002,71.869743,107.97424299999999,102.550003
2015-12-11,11.07,185.612808,72.281944,105.56875600000001,103.110001
2015-12-14,11.16,186.550613,71.48275799999999,104.814095,101.790001
2015-12-15,11.4,188.509003,71.364975,106.32339499999999,101.519997
2015-12-16,10.99,191.267227,71.440689,107.945953,102.75
2015-12-17,10.74,188.352692,71.70993,106.795074,100.5
2015-12-18,10.66,184.997162,71.693085,105.163109,102.040001
2015-12-21,10.66,186.523209,71.449097,105.955505,103.150002
2015-12-22,10.77,188.21580500000002,71.33976,106.92714699999999,102.610001
2015-12-23,11.26,190.546555,71.338882,108.27611499999999,102.309998
2015-12-24,11.3,190.23203999999998,71.507889,108.480759,103.050003
2015-12-28,10.93,189.797363,71.609268,107.97863799999999,102.269997
2015-12-29,11.26,191.822876,70.916412,109.143974,102.199997
2015-12-30,10.93,190.463272,70.73898299999999,108.044952,101.41999799999999
2015-12-31,11.0,188.558014,71.127663,106.6996,101.459999
2016-01-04,10.98,185.922073,70.992462,104.226807,102.889999
2016-01-05,10.66,186.236526,71.127663,104.454185,103.18
2016-01-06,10.11,183.887283,71.609268,102.862495,104.66999799999999
2016-01-07,9.9,179.475525,71.54169499999999,100.11496700000001,106.150002
2016-01-08,9.8,177.505524,71.66841099999999,98.390633,105.68
2016-01-11,9.25,177.681229,71.254417,97.964294,104.739998
2016-01-12,9.17,179.114853,71.685326,98.25798,104.209999
2016-01-13,9.09,174.647629,71.744484,95.103065,104.720001
2016-01-14,9.23,177.51474,71.262833,96.419975,103.019997
2016-01-15,8.79,173.704208,71.245956,94.85672,104.08000200000001
2016-01-19,8.49,173.93544,70.891052,93.577682,103.980003
2016-01-20,8.24,171.706436,70.417908,93.966133,105.370003
2016-01-21,8.56,172.66835,70.434799,93.748222,105.489998
2016-01-22,9.27,176.210678,70.688301,96.041016,105.0
2016-01-25,8.54,173.546982,70.54464,93.909302,106.08000200000001
2016-01-26,8.97,175.91468799999998,70.586876,95.785202,107.290001
2016-01-27,9.18,174.00018300000002,70.451691,94.46826899999999,107.690002
2016-01-28,9.7,174.906586,70.51931,94.449326,106.540001
2016-01-29,9.65,179.170334,70.840363,97.54742399999999,106.949997
2016-02-01,9.02,179.10556,70.630074,97.102127,108.050003
2016-02-02,8.57,175.877701,71.020119,95.008324,108.089996
2016-02-03,9.34,176.932098,70.58770799999999,95.1315,109.25
2016-02-04,9.12,177.209549,70.562271,95.500984,110.57
2016-02-05,8.91,173.83367900000002,70.579201,92.88606300000001,112.32
2016-02-08,8.64,171.49371299999999,70.82508100000001,91.360703,113.83000200000001
2016-02-09,8.18,171.50299099999998,70.723351,90.744865,113.58000200000001
2016-02-10,7.96,171.354965,71.096451,90.792259,114.459999
2016-02-11,7.99,169.125977,71.26604499999999,89.80690799999999,119.059998
2016-02-12,8.33,172.612854,71.045563,91.512283,118.360001
2016-02-16,8.31,175.52623,70.859055,93.681892,114.769997
2016-02-17,8.78,178.393417,70.79118299999999,95.150421,115.480003
2016-02-18,8.66,177.66272,71.26604499999999,94.69564799999999,118.290001
2016-02-19,8.55,177.579498,71.342323,95.16935,117.58000200000001
2016-02-22,8.91,180.150757,71.554314,96.230492,115.489998
2016-02-23,8.48,177.875458,71.554314,95.349388,117.220001
2016-02-24,8.59,178.68936200000002,71.630615,96.268387,117.610001
2016-02-25,8.8,180.853622,71.876503,97.149513,117.91999799999999
2016-02-26,8.78,180.43743899999998,71.783234,97.76531999999999,117.110001
2016-02-29,9.0,179.022339,71.57975,97.329521,118.639999
2016-03-01,9.15,183.230606,71.47758499999999,99.42333199999999,117.769997
2016-03-02,9.3,184.053787,71.44351999999999,100.446564,118.68
2016-03-03,9.25,184.775177,72.073494,101.498207,120.730003
2016-03-04,9.65,185.376343,72.073494,102.05719,120.540001
2016-03-07,10.11,185.524338,72.40550999999999,103.165665,121.139999
2016-03-08,9.65,183.498825,73.078064,100.67394300000001,120.58000200000001
2016-03-09,10.15,184.40524299999998,73.08659399999999,101.185547,119.58000200000001
2016-03-10,10.04,184.55320700000001,73.46968100000001,100.36129,121.5
2016-03-11,10.19,187.531372,74.24440799999999,102.51194,119.410004
2016-03-14,9.88,187.290863,74.584938,102.246674,117.870003
2016-03-15,9.7,186.985672,74.431686,100.655006,117.959999
2016-03-16,10.18,188.067825,74.465775,101.36556999999999,120.589996
2016-03-17,10.55,189.26091,74.95101899999999,102.91935699999999,120.129997
2016-03-18,10.48,190.004639,75.342621,103.847824,119.800003
2016-03-21,10.59,190.274246,75.5214,103.601501,118.959999
2016-03-22,10.54,190.171982,75.14679,103.478317,119.309998
2016-03-23,10.11,188.916962,75.274536,101.565414,116.610001
2016-03-24,10.06,188.833267,75.18087,101.869507,116.33000200000001
2016-03-28,10.01,188.944839,75.35965,101.99305,116.599998
2016-03-29,9.8,190.692596,76.28759000000001,104.824867,118.760002
2016-03-30,9.73,191.529282,75.90448,104.834373,117.099998
2016-03-31,9.7,191.06448400000002,76.15136,105.12894399999999,117.639999
2016-04-01,9.33,192.365997,76.57854499999999,105.594604,116.93
2016-04-04,9.08,191.743088,76.493095,104.71084599999999,116.150002
2016-04-05,9.13,189.828033,76.928833,103.522987,117.660004
2016-04-06,9.6,191.90113799999997,76.928833,104.691833,116.940002
2016-04-07,9.51,189.604889,77.31321700000001,103.275917,118.610001
2016-04-08,10.03,190.116226,77.193649,103.68453199999999,118.43
2016-04-11,10.28,189.669983,77.108162,103.36145,120.029999
2016-04-12,10.64,191.43634,76.27951,104.473267,120.050003
2016-04-13,10.51,193.370041,76.57854499999999,106.72543300000001,118.769997
2016-04-14,10.48,193.379303,76.621216,106.59236899999999,117.110001
2016-04-15,10.25,193.165497,76.93731700000001,106.858452,117.91999799999999
2016-04-18,10.17,194.52281200000002,77.287575,107.666206,117.739998
2016-04-19,10.44,195.136368,77.49260699999999,107.751724,119.58000200000001
2016-04-20,10.76,195.322342,77.29615,107.913261,118.970001
2016-04-21,10.72,194.271805,77.142372,107.371597,119.41999799999999
2016-04-22,10.76,194.271805,77.279053,108.43591299999999,117.889999
2016-04-25,10.55,193.937149,77.022758,107.666206,118.230003
2016-04-26,10.81,194.225296,76.945885,108.721001,118.699997
2016-04-27,11.14,194.62506100000002,77.560959,109.101105,119.040001
2016-04-28,11.22,192.85870400000002,77.817223,107.856255,121.290001
2016-04-29,11.3,191.81749,77.919762,106.886978,123.650002
2016-05-02,11.05,193.342148,77.611992,107.83725700000001,123.239998
2016-05-03,10.74,191.659439,78.083511,106.06973300000001,122.959999
2016-05-04,10.79,190.59033200000002,78.22069499999999,105.19547299999999,122.209999
2016-05-05,10.9,190.55316200000001,78.51215400000001,104.77735899999999,122.07
2016-05-06,10.96,191.250397,78.375,105.39504199999999,123.18
2016-05-09,10.68,191.408432,78.203529,105.699127,120.650002
2016-05-10,10.99,193.788391,78.057793,106.76342,120.980003
2016-05-11,11.34,191.975525,78.503563,105.442543,122.120003
2016-05-12,11.45,192.031296,78.22069499999999,104.881874,121.160004
2016-05-13,11.37,190.35789499999998,78.36640899999999,104.188179,121.709999
2016-05-16,11.76,192.23584,77.89490500000001,105.50907099999999,121.800003
2016-05-17,11.92,190.441589,77.920624,103.836586,122.220001
2016-05-18,11.7,190.497375,76.943291,104.378227,120.099998
2016-05-19,11.79,189.837311,76.84897600000001,103.54199200000001,119.870003
2016-05-20,11.75,191.036575,77.209038,105.28101299999999,119.709999
2016-05-23,11.66,190.776276,77.346237,105.157478,119.370003
2016-05-24,11.82,193.249146,77.09758000000001,107.324104,117.300003
2016-05-25,12.03,194.559998,76.96043399999999,107.951256,116.980003
2016-05-26,11.95,194.615738,77.457657,107.82773600000002,116.58000200000001
2016-05-27,11.98,195.452469,77.50054200000001,108.90155,115.620003
2016-05-31,11.87,195.080612,77.66342900000001,109.28166200000001,116.059998
2016-06-01,11.93,195.480392,77.694405,110.022865,115.940002
2016-06-02,11.86,196.07536299999998,78.081604,110.868622,115.66999799999999
2016-06-03,11.82,195.489655,78.95058399999999,110.203423,118.879997
2016-06-06,12.04,196.48439,78.718262,111.391273,118.91999799999999
2016-06-07,12.22,196.79118300000002,78.89035,111.71436299999999,118.82
2016-06-08,12.43,197.432678,79.27755,112.5411,120.58000200000001
2016-06-09,12.25,197.163071,79.535675,111.818886,121.25
2016-06-10,11.87,195.294418,79.638908,110.29847,121.739998
2016-06-13,11.76,193.788391,79.802391,109.101105,122.639999
2016-06-14,11.73,193.407196,79.6045,108.787529,122.769997
2016-06-15,11.47,193.13763400000002,79.664711,108.863548,123.68
2016-06-16,11.14,193.71400500000001,79.974464,108.85405700000001,122.379997
2016-06-17,11.66,192.99258400000002,79.67334699999999,108.388397,123.949997
2016-06-20,11.91,194.235458,79.458244,109.56676499999999,123.209999
2016-06-21,11.89,194.786835,79.105453,109.357681,120.839996
2016-06-22,11.74,194.469101,79.27755,108.93004599999999,120.900002
2016-06-23,11.98,197.001572,79.217331,111.01116200000001,120.110001
2016-06-24,11.4,189.927414,79.724953,106.79193899999999,126.0
2016-06-27,11.19,186.52586399999998,80.809074,103.285431,126.68
2016-06-28,11.47,189.890076,81.497375,104.881874,125.32
2016-06-29,11.79,193.123413,81.35112,107.267082,125.839996
2016-06-30,11.57,195.758652,81.342499,109.262657,126.470001
2016-07-01,11.78,196.169876,82.199821,109.652267,128.41000400000001
2016-07-05,11.18,194.758759,83.063164,108.03679699999999,129.470001
2016-07-06,11.33,195.926895,83.201309,108.82125900000001,130.229996
2016-07-07,10.82,195.80542,83.296272,109.050568,129.740005
2016-07-08,10.83,198.721024,83.986977,111.592201,130.520004
2016-07-11,10.65,199.42193600000002,84.09056899999999,112.882126,129.28999299999998
2016-07-12,11.19,200.870407,82.933678,114.39180800000001,127.150002
2016-07-13,10.75,200.842377,83.382607,113.942719,128.320007
2016-07-14,10.87,201.963745,83.05452700000001,114.05736499999999,127.33000200000001
2016-07-15,10.99,201.692749,82.199821,114.372681,126.839996
2016-07-18,10.82,202.234756,82.148026,114.563782,127.040001
2016-07-19,10.7,202.029144,82.64009899999999,113.990494,127.209999
2016-07-20,10.73,202.870193,82.61421999999999,114.73576399999999,125.389999
2016-07-21,10.49,202.103928,82.61421999999999,114.191147,127.300003
2016-07-22,10.42,203.01040600000002,82.761009,115.04154199999999,126.349998
2016-07-25,10.13,202.459045,82.579697,114.869545,125.470001
2016-07-26,10.08,202.55248999999998,82.579697,115.42373700000002,126.0
2016-07-27,9.9,202.337555,83.235863,115.748604,128.029999
2016-07-28,9.67,202.571198,83.132233,115.452385,127.660004
2016-07-29,9.76,202.898254,83.417152,115.681694,128.979996
2016-08-01,9.41,202.730072,82.813377,115.77726000000001,129.220001
2016-08-02,9.33,201.43109099999998,81.903809,114.162476,130.270004
2016-08-03,9.69,202.019791,81.88649000000001,115.089302,129.649994
2016-08-04,9.84,202.234756,82.553497,115.194405,129.869995
2016-08-05,9.86,203.888809,82.042435,116.85697900000001,127.550003
2016-08-08,10.1,203.76728799999998,82.24166899999999,116.799644,127.440002
2016-08-09,10.07,203.888809,82.934647,116.923851,127.959999
2016-08-10,9.77,203.384186,83.324448,116.083031,128.559998
2016-08-11,10.21,204.328033,82.891335,116.637199,127.66999799999999
2016-08-12,10.5,204.150482,83.44573199999999,116.75186200000002,127.400002
2016-08-15,10.76,204.739212,83.055908,117.90802,127.839996
2016-08-16,10.92,203.683243,82.822052,116.95253000000001,128.470001
2016-08-17,10.99,204.06639099999998,83.272453,116.60853600000002,128.5
2016-08-18,11.3,204.524277,83.44573199999999,117.468498,129.110001
2016-08-19,11.34,204.22522,83.133911,117.468498,127.970001
2016-08-22,10.97,204.21589699999998,83.575676,117.73603100000001,127.779999
