,BANKRUPTCY,CENTRALBANK,DEBT,DEFLATION,DEREGULATION,EARNINGSREPORT,GOLDPRICE,HOUSING_PRICES,INFLATION,INTEREST_RATES,IPO,MIDDLECLASS,OILPRICE,STOCKMARKET,TRADE_DISPUTE
2017-05-18,-2.98753243602031,-1.33093558675608,-1.49637438762209,-0.957752071757895,-2.14685852586786,0.746424370955811,-0.646779924517592,0.228500447373153,-1.43042720894582,-0.709655867369834,0.272969086017298,-0.761100759398619,-1.69551153559243,-0.662851767720596,-2.52012130654718
2017-05-19,-2.43009924922479,-1.52118150593893,-1.33783653649747,-0.795388974496711,-1.35974931928704,0.603974958462702,-0.2844380984309,0.386870401119278,-1.44925195295803,-0.785621088273182,0.316400182673877,-1.05025790822283,-1.53209980842859,-0.403628124311141,-2.62132969499614
2017-05-20,-1.86497353069716,-1.20889602033184,-1.12970920135282,-0.844362106708057,-0.722813896834199,0.773567751872724,0.724126938751388,0.075192651372085,-2.32047294486909,-0.695372246740067,0.178302602917938,-1.54899358136927,-1.27567333734335,-0.035685040779687,-2.85674288860242
2017-05-21,-2.0311712327904,-1.13020544346207,-1.04177836331624,-2.05394023186789,-1.27526551908958,1.05854242020472,0.690078111136484,0.54800535605916,-1.96217462829148,-0.625865894881424,0.216959883374946,-0.497519412251636,-0.460313589753987,0.067220477446322,-1.76173536340903
2017-05-22,-2.55556161284762,-1.25609685742357,-1.14301585660651,-1.13853179793057,-0.881809098387628,0.546955509970952,0.443937424476046,0.356349446954048,-1.4105436667099,-0.823746905929587,0.159414021378473,-0.763545064943399,-1.04126801107104,-0.037993657001384,-2.69273905824129
2017-05-23,-1.87216488162953,-1.95030028675785,-1.25751683365634,-1.54062311746015,-1.02952540040602,0.280708929205489,-0.127258277490133,0.293967466842659,-1.41794588110459,-0.786349495906136,0.303622394759461,-0.851979257656074,-1.49289514719101,-0.194083170027944,-3.5563541735005
2017-05-24,-2.94950963800698,-1.64319972030154,-2.1957349481731,-1.39240359513293,-1.12947441194487,0.64689076780042,0.230424451544319,0.092567889700887,-1.69646672593386,-1.24434986573544,0.042629876656436,-0.733934198294507,-1.51822793608579,-0.344285263447921,-3.11925462370886
2017-05-25,-3.16998972064439,-1.92808542406834,-1.59306125582849,-1.70832906206052,-0.85583735288097,0.776605861513803,0.617000423868949,0.3610288800951,-1.26219715211201,-0.639054387578295,0.436310673134012,-0.482141204781395,-1.22214154447138,-0.019173156226218,-1.98271621911784
2017-05-26,-2.8081872048367,-1.49874085845881,-1.51746568848584,-1.01678430923701,-1.18492228065295,0.961648650061306,0.652963641654613,-0.442788465438074,-1.36944984273094,-0.624384162859217,0.232569175918854,-0.591565460368233,-1.57653687405168,-0.10096156138656,-1.59216343008143
2017-05-27,-2.12462806315821,-1.21098900399953,-1.727451161253,-1.17504801596876,-0.60172458269469,1.0811938511267,1.25808118762948,-0.199121213077146,-1.31019693385207,-0.50143346325142,0.169199310116268,-0.985470869056105,-1.11693124909195,0.020128731899055,-1.53312130663207
2017-05-28,-1.43488901550367,-1.1197329903663,-1.56305496440368,-2.49112421593542,-1.35401872267876,0.890169687642866,-0.118159997229265,0.278316746785939,-1.17622998721251,-0.249922297200635,0.420531674469143,-0.691382107942823,-1.1157366031129,0.262057923242159,-0.867545348523438
2017-05-29,-1.34492261685,-0.835908308578354,-1.19530181945386,-1.08004090282665,-1.07424569599428,0.650033232486812,0.848273619288758,0.039514084659478,-1.11895465097045,-0.588098152251086,0.310982686233641,-0.405203132066847,-1.14741618720018,-0.197136116346556,-1.25619777774687
2017-05-30,-2.18341676659739,-1.65090376349254,-1.18828650441592,-1.49395700478878,-0.963537601042463,0.699588934356425,0.314572695963669,-0.352659263370527,-0.929139842059971,-0.723448837110952,-0.270801374103464,-0.157185246250432,-1.26437964669175,-0.110161797572458,-1.19164429775181
2017-05-31,-1.87465293056621,-1.67053484798615,-1.34222607508457,-1.54847047970572,-1.1014413756561,1.0219833630382,0.100522918723977,-0.320607480965675,-1.40216916764676,-1.04105770622949,0.689789408844603,-1.1683332592508,-1.47599721742887,-0.200128413470866,-1.30335632951138
2017-06-01,-2.24951012226962,-1.00516322276158,-1.24068610590591,-0.814663012917008,-1.34969413598749,1.00617183442725,0.685880929459514,0.382179755011354,-1.50845291845551,-0.542893280064372,0.323856778950964,-0.56672620425548,-1.28672750139929,-0.058699694079202,-1.68469134883364
2017-06-02,-2.43289934167443,-0.791549697039226,-1.13814770129699,-1.12076631123784,-1.45050142995642,0.428741494159416,0.541671165533445,0.613553155302744,-1.27949890875591,-0.57269842433539,0.226121405492262,-0.817805942922618,-1.18932108205048,-0.005528517095615,-1.53842765221123
